CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
6.17,5.32,98,90,92,27,1,18,41,12,0,49.16
6.49,7.62,59,29,71,99,0,77,53,9,1,80.72
6.33,7.12,30,54,74,67,1,15,68,41,10,57.53
6.94,9.09,81,60,72,2,0,26,64,42,17,57.84
9.5,9.15,77,40,64,52,1,33,69,35,15,74.15
8.55,6.17,87,69,58,84,0,92,42,39,9,89.43
8.03,5.57,27,45,64,65,1,100,56,54,10,82.04
8.8,6.11,32,28,96,65,1,16,33,21,7,58.71
7.28,5.15,93,43,62,70,1,11,37,8,5,56.66
8.61,5.83,90,62,76,16,1,60,55,45,7,65.13
9.03,9.3,18,43,71,23,1,11,87,20,8,55.01
9.0,9.04,82,52,84,71,0,96,67,47,6,92.51
7.04,6.7,70,25,51,25,0,6,89,14,3,43.87
7.14,6.14,59,23,60,83,0,61,74,1,2,71.45
7.13,9.27,24,51,60,51,1,28,70,10,15,66.0
8.53,9.46,63,100,92,52,0,72,98,44,13,86.81
8.55,6.37,26,96,66,32,0,97,31,16,5,77.81
8.96,6.05,23,53,93,2,0,92,53,10,3,68.41
5.6,9.54,88,97,90,45,0,73,31,31,5,75.72
8.74,8.12,89,76,85,0,0,55,38,38,15,68.4
8.6,8.74,21,87,73,31,0,46,30,3,4,66.17
6.18,8.96,94,61,71,99,1,96,52,22,6,94.24
5.7,6.1,77,82,59,57,0,29,94,18,11,61.4
8.19,6.08,51,91,100,88,0,61,33,29,0,76.35
5.53,7.64,76,38,62,52,1,46,76,17,6,63.36
7.88,5.94,43,93,63,58,1,75,79,33,11,78.67
8.38,5.48,19,96,84,83,1,28,94,91,17,70.9
7.34,7.12,80,54,92,75,0,43,85,44,0,68.28
6.29,7.48,17,42,60,46,1,62,78,36,12,67.38
6.15,6.13,78,22,78,72,0,14,63,56,6,54.18
9.14,8.69,49,16,62,9,0,97,67,46,2,72.97
7.45,6.98,62,78,55,24,1,32,35,14,18,62.67
9.41,9.44,34,66,76,25,0,71,59,59,4,72.93
7.29,8.73,42,51,94,3,1,65,96,70,15,67.39
9.33,9.01,93,39,55,16,1,40,99,48,15,68.76
5.02,7.84,46,19,88,91,1,13,77,20,2,56.83
5.75,9.33,25,71,53,94,0,54,94,87,9,75.91
6.78,5.32,94,74,84,58,0,22,60,18,13,62.44
8.56,8.07,32,66,52,22,0,95,54,15,2,75.34
7.17,7.97,64,36,84,89,0,52,91,80,7,75.32
5.19,5.58,18,43,99,89,0,68,65,57,1,67.37
5.08,5.98,63,94,56,75,1,6,50,32,4,52.51
5.56,6.56,77,17,85,15,0,54,72,11,8,56.53
8.86,7.7,96,29,57,37,1,8,64,18,0,53.18
7.66,7.21,26,75,62,16,0,42,43,12,3,55.55
8.84,7.4,88,83,87,13,1,60,45,30,7,69.49
5.16,7.18,24,78,59,75,0,42,93,44,10,65.45
5.01,8.66,93,25,81,38,1,19,48,42,17,57.41
6.33,5.74,98,15,88,64,1,8,99,28,19,59.57
9.23,7.83,50,99,87,97,1,25,36,28,17,81.22
7.54,7.49,13,97,58,82,1,72,81,62,4,78.92
6.7,9.07,67,67,84,9,0,12,87,36,20,56.51
7.6,8.09,76,99,64,81,0,79,64,63,9,87.3
8.1,8.4,17,11,100,26,0,87,38,19,2,70.41
7.41,6.16,75,91,60,30,1,24,45,45,12,57.36
8.57,7.46,67,28,92,75,1,73,40,25,13,84.76
8.93,7.21,25,13,92,8,0,32,71,22,4,51.29
6.12,5.74,41,38,79,29,0,89,57,54,10,67.9
5.03,7.51,34,41,56,85,0,76,53,4,10,77.5
8.34,8.82,97,35,89,66,0,70,33,18,1,79.82
5.63,6.19,10,37,93,68,0,56,38,24,16,68.0
5.24,7.26,48,19,58,26,1,97,51,19,8,69.98
8.22,6.34,16,45,69,79,0,83,32,13,18,85.71
9.27,6.28,46,61,87,81,1,85,52,18,4,86.02
6.87,8.52,67,30,99,57,1,24,97,82,20,67.47
7.14,9.0,90,50,86,5,0,50,69,61,5,60.2
6.04,5.0,95,98,100,82,1,72,46,34,4,77.71
7.44,6.85,82,45,53,15,0,61,62,17,12,65.53
6.68,9.3,79,51,60,25,0,75,43,1,9,74.07
5.41,6.73,51,18,54,34,0,34,66,36,13,53.37
5.75,8.08,18,64,61,22,1,15,36,34,18,50.98
8.33,7.07,59,64,95,91,1,0,92,64,9,64.32
7.12,7.36,28,58,90,71,0,97,73,6,13,88.26
8.13,8.25,47,95,63,42,1,77,55,12,15,83.14
8.49,9.69,52,99,88,4,0,38,65,53,3,60.25
5.39,7.35,18,69,81,43,0,33,38,28,13,57.45
5.95,5.6,84,82,89,37,1,23,76,65,18,58.67
9.11,5.04,100,82,82,81,1,42,61,60,18,79.72
9.28,6.68,24,25,100,20,0,41,72,1,8,59.87
5.97,8.17,91,46,80,33,1,37,100,94,2,56.77
7.3,7.47,100,44,75,93,1,84,62,5,14,93.25
7.86,9.76,14,93,64,30,0,32,43,1,8,63.62
5.53,5.64,69,60,82,66,0,3,83,38,14,54.06
6.35,9.64,91,84,55,60,0,92,50,30,0,83.23
7.56,8.06,95,91,76,28,0,43,31,3,15,71.08
5.73,6.14,30,44,76,26,1,98,76,54,16,73.39
6.89,9.05,69,24,58,20,1,65,46,41,8,65.74
7.16,9.1,79,13,84,37,0,34,48,19,8,62.02
8.15,7.87,11,32,58,99,1,53,98,98,2,73.28
6.23,6.3,16,95,84,77,0,63,92,19,20,79.74
6.16,6.75,76,86,100,43,0,18,39,20,9,57.01
5.0,8.36,40,53,87,47,1,75,43,32,7,70.15
7.07,6.43,40,82,70,57,1,5,32,18,15,57.27
7.72,9.04,33,12,51,19,0,91,52,14,9,73.68
7.55,5.17,47,61,67,76,0,55,46,22,15,74.16
7.68,5.35,96,48,71,1,0,80,33,26,14,67.62
8.19,8.13,66,59,51,55,0,26,49,34,15,67.26
7.5,7.65,57,99,53,12,0,87,58,39,7,72.65
9.43,9.25,11,50,77,50,0,97,37,4,1,84.31
5.68,7.26,17,63,65,16,0,98,45,30,4,67.0
6.95,5.55,30,88,52,59,1,34,82,32,11,62.44
9.46,5.67,36,90,82,94,0,19,76,6,4,69.06
7.06,6.44,63,23,52,86,1,35,69,58,5,64.4
8.08,8.94,44,99,76,53,1,32,51,4,13,72.68
8.16,7.35,16,94,92,90,0,4,96,93,12,64.91
6.32,6.59,23,86,84,89,0,55,85,19,12,76.54
8.87,8.66,11,93,79,98,0,93,31,13,11,97.5
6.47,8.26,19,72,84,7,1,95,67,44,10,72.19
6.23,5.57,84,21,69,34,1,90,36,25,5,69.04
8.32,7.14,31,77,73,92,0,96,55,4,7,92.35
7.9,9.04,66,53,100,58,0,45,40,31,19,77.63
7.89,5.44,25,39,65,14,1,2,71,4,15,45.09
6.19,8.72,40,58,98,87,1,15,91,8,2,63.18
7.98,7.29,80,36,97,58,0,13,34,20,6,59.03
6.1,7.14,11,38,64,80,1,17,62,50,6,55.69
5.05,9.61,10,40,97,83,1,74,53,53,13,79.76
6.64,8.88,68,93,68,3,1,3,82,71,14,49.61
6.78,6.32,96,43,95,11,1,93,51,9,18,77.81
6.08,9.09,16,65,67,69,0,20,41,2,19,67.05
7.68,8.48,88,20,80,33,0,69,49,17,9,73.25
9.18,6.93,74,37,99,12,1,5,100,39,14,53.39
5.17,5.96,25,50,97,58,0,73,74,3,4,67.16
7.31,8.91,84,12,73,39,1,36,59,11,15,67.21
8.31,8.69,44,89,65,96,1,88,66,33,16,98.29
7.62,6.8,67,45,84,56,1,45,71,11,0,64.76
5.58,9.14,36,48,96,17,0,93,78,59,1,68.32
6.61,8.93,79,27,68,55,1,96,51,45,8,82.83
9.02,9.14,60,93,90,9,1,43,34,1,11,69.33
7.94,8.65,59,45,88,73,1,16,61,33,8,65.89
8.04,6.75,96,64,98,20,1,60,100,70,15,71.64
5.94,6.91,88,64,64,26,1,93,72,42,12,76.08
9.16,7.33,37,53,56,77,1,88,60,55,4,84.3
8.77,8.88,26,45,51,85,1,1,74,61,16,65.98
6.84,7.85,44,51,100,28,1,18,55,29,12,55.22
6.34,9.38,37,31,51,68,1,19,43,39,5,58.07
7.35,8.99,22,13,67,63,0,30,91,5,19,68.69
9.12,5.32,76,18,64,92,1,30,47,17,0,66.15
5.92,5.02,49,40,51,62,1,98,77,22,7,76.16
7.85,7.18,83,94,75,43,0,76,65,57,7,77.17
7.59,8.57,58,98,95,89,0,5,69,7,5,67.37
6.9,8.78,28,78,63,44,0,85,56,7,14,81.54
7.81,7.8,83,91,78,18,0,1,58,11,20,57.81
8.63,5.1,69,28,100,21,1,0,87,38,4,43.82
5.4,8.17,58,77,59,7,0,75,81,23,3,62.46
5.38,5.8,100,27,65,39,1,23,65,28,12,53.37
7.37,5.42,49,75,59,32,0,21,84,46,6,50.82
8.68,8.85,74,21,86,54,0,19,51,4,11,66.19
7.67,8.79,15,39,62,59,0,40,59,39,5,64.03
7.12,8.86,32,76,70,82,1,57,69,54,11,79.4
8.92,7.58,90,57,73,84,1,3,58,39,5,64.67
5.65,5.42,24,42,87,38,1,99,100,59,1,67.86
5.86,5.9,46,60,54,94,1,14,83,61,13,61.51
7.83,8.95,23,30,70,70,0,49,96,38,19,77.2
6.09,6.13,12,40,73,63,0,55,87,4,6,63.76
6.99,6.14,62,63,82,67,1,10,95,18,8,58.35
9.47,5.57,86,55,51,53,0,15,37,18,7,59.38
8.8,5.31,84,99,99,42,1,74,84,6,4,77.24
7.56,5.94,38,60,52,33,0,2,66,55,1,41.75
6.59,9.58,20,92,76,71,1,24,69,21,18,72.06
6.21,7.01,30,34,92,29,1,13,79,26,13,50.05
9.02,6.59,56,46,78,73,1,92,76,68,6,85.54
7.13,5.26,83,58,63,30,1,93,77,24,0,70.86
8.5,7.36,87,15,98,63,1,16,88,13,4,62.01
7.71,8.74,67,38,55,16,1,14,49,17,0,48.62
9.26,6.91,72,10,80,52,0,32,61,2,10,66.31
5.6,9.04,32,82,74,73,1,18,81,29,9,63.28
5.56,7.22,44,76,98,97,1,16,47,33,10,65.3
7.88,8.72,15,76,51,0,0,6,82,62,17,48.86
5.34,5.29,12,75,93,67,1,27,32,6,7,56.34
5.02,8.37,34,79,66,27,1,28,99,47,14,56.11
5.65,6.26,78,74,66,23,0,51,67,15,16,63.28
8.05,9.4,35,40,73,32,1,25,88,27,7,59.48
7.98,7.34,29,93,92,99,1,9,93,56,12,69.96
5.76,9.29,88,77,92,16,0,17,82,26,14,57.32
9.49,9.73,47,27,84,4,1,56,45,17,16,71.07
5.13,6.73,86,28,83,55,0,42,46,27,15,64.02
6.94,5.06,40,69,54,65,0,6,58,49,19,56.11
7.22,8.43,58,17,71,59,1,96,44,3,5,82.93
7.41,7.86,43,88,76,64,0,38,77,29,12,71.21
7.49,5.95,22,97,58,10,1,66,39,39,1,57.79
6.51,6.53,78,69,77,33,1,65,50,23,3,65.72
7.41,9.27,65,81,80,85,1,48,38,31,7,79.11
6.19,8.9,51,52,55,68,1,48,68,44,14,72.81
8.03,7.47,36,29,89,57,0,27,74,73,19,65.56
8.24,5.82,95,41,54,34,0,44,53,29,12,64.14
6.63,8.29,68,93,58,25,1,24,66,53,11,57.97
6.8,9.66,38,14,61,63,0,57,41,37,2,67.57
6.57,5.62,45,93,73,29,0,56,60,18,14,65.2
8.71,8.37,41,77,89,15,0,68,53,1,2,69.46
7.75,6.12,83,62,83,88,0,67,47,8,17,86.71
8.48,6.97,11,55,84,18,0,14,80,27,7,49.24
7.17,8.35,30,95,83,26,1,49,53,48,6,63.19
6.09,9.57,46,84,57,30,1,52,80,48,0,62.06
8.26,7.83,70,81,52,75,0,8,34,32,15,66.53
7.41,6.71,100,52,93,69,0,70,94,94,5,76.99
7.94,8.43,20,11,86,29,1,49,76,28,20,68.24
8.89,8.69,81,34,58,33,0,68,49,35,6,73.2
5.62,9.52,30,14,89,81,0,81,76,31,15,83.79
7.67,7.94,96,86,98,32,1,58,74,22,12,75.59
5.43,9.44,24,100,87,41,0,16,52,46,5,53.67
9.09,6.31,85,43,96,47,1,71,79,73,6,75.38
9.27,7.52,37,24,90,41,0,77,99,30,14,79.18
5.7,7.1,27,39,89,54,0,96,78,19,7,76.56
7.73,6.14,25,95,51,6,0,46,83,9,1,53.15
5.86,9.56,17,60,81,89,1,60,76,42,6,77.1
7.09,5.93,90,33,94,7,0,14,50,3,0,43.15
7.18,7.13,77,95,98,52,1,49,36,17,10,72.69
6.86,5.29,71,58,83,52,1,12,76,76,12,54.32
7.25,7.44,56,62,88,3,1,3,43,28,18,49.04
8.68,9.12,54,73,98,47,1,83,70,46,11,86.02
6.41,8.99,100,38,92,7,1,34,93,24,8,57.68
8.08,5.14,17,80,77,93,1,60,78,34,1,73.92
5.09,6.96,69,19,98,74,0,76,62,44,2,71.2
6.58,9.55,11,78,51,35,1,96,32,3,3,77.6
8.98,9.77,45,85,52,77,1,53,42,37,0,77.77
6.25,7.87,12,69,90,58,1,47,70,44,16,69.67
7.76,7.64,98,34,93,55,0,76,30,19,9,79.84
5.08,6.69,13,98,96,52,1,93,94,38,4,74.69
5.05,8.04,39,62,75,36,1,4,64,6,17,52.13
9.12,8.54,42,98,63,52,1,40,33,19,3,69.85
5.99,6.15,49,34,78,87,0,59,34,34,1,67.12
5.33,8.5,25,82,54,70,0,100,95,65,0,79.55
6.23,5.77,35,60,80,77,1,23,58,47,5,57.49
6.71,6.59,76,71,99,43,1,94,49,46,13,81.53
8.03,7.37,85,59,66,16,0,26,40,31,17,59.79
5.52,7.69,63,48,73,28,0,82,57,20,6,68.78
8.56,7.39,17,53,81,54,1,40,75,1,18,72.21
5.86,7.11,11,77,67,49,1,56,95,92,2,60.57
8.15,5.24,78,27,88,7,1,16,39,32,2,43.19
6.99,6.22,43,92,89,95,1,16,98,80,16,69.3
9.23,7.24,82,50,50,82,1,89,52,9,1,88.19
7.06,9.17,65,27,60,68,1,20,96,44,18,68.45
9.05,6.61,13,77,71,58,1,64,84,64,2,71.46
7.29,9.65,16,26,79,65,0,92,30,15,7,83.03
7.06,6.51,88,33,95,1,1,40,57,13,12,56.46
5.35,8.71,32,51,85,41,1,2,55,53,20,53.0
5.97,5.6,97,78,84,58,0,9,39,35,10,54.81
7.33,8.75,79,29,61,17,0,51,57,6,14,66.46
5.24,6.44,96,21,82,45,0,90,40,22,13,75.56
7.53,5.7,29,81,95,14,0,5,49,24,14,47.34
7.3,7.9,81,99,50,91,1,64,79,25,20,90.99
6.99,6.66,51,70,54,46,1,80,86,83,17,77.45
6.91,9.5,78,45,100,27,1,5,66,4,11,56.26
7.69,5.58,79,37,81,86,1,32,58,6,11,70.63
5.63,7.51,29,40,87,38,1,76,34,7,19,74.05
9.1,7.73,54,74,98,65,0,84,69,58,3,83.93
6.66,8.36,23,91,72,41,1,66,41,3,2,69.54
7.12,8.68,42,67,79,21,1,75,80,65,0,66.84
7.41,6.36,52,79,90,86,0,16,72,16,10,66.42
6.71,6.57,18,95,80,95,0,42,54,2,7,72.78
7.44,8.73,15,97,55,37,1,3,47,7,12,55.67
7.64,9.22,30,89,71,26,0,20,36,14,3,55.41
8.69,8.04,85,45,55,97,1,57,84,47,19,89.52
9.09,7.3,94,91,78,47,0,68,47,35,8,79.72
6.26,6.74,30,80,83,23,0,74,87,55,17,70.07
9.38,7.74,54,35,90,5,1,35,73,42,11,59.45
8.42,8.1,95,45,54,91,0,71,85,5,8,88.08
7.83,6.37,84,36,96,67,1,40,42,42,9,68.37
9.06,8.13,48,79,65,20,1,4,100,85,3,50.02
7.66,9.19,96,83,94,75,0,14,76,35,12,72.15
7.31,6.52,19,95,85,3,1,96,64,36,10,72.01
8.54,7.34,92,14,80,69,1,37,68,17,13,73.39
9.26,6.18,23,75,52,100,1,65,90,39,17,88.01
5.34,6.28,60,10,61,96,1,73,82,70,11,76.41
5.76,5.9,25,68,66,65,1,67,73,59,11,69.91
7.43,8.86,18,69,82,11,0,46,32,32,0,54.78
5.58,5.61,24,75,90,66,1,24,72,33,19,61.92
7.45,5.86,50,54,88,41,0,30,88,38,16,61.24
6.81,6.91,96,66,77,43,1,97,100,27,8,82.53
7.96,5.48,31,100,96,88,0,6,61,7,6,61.99
6.64,9.54,64,20,77,83,1,44,91,53,18,78.48
8.84,7.74,21,39,98,23,1,24,72,6,17,61.37
6.5,7.6,87,60,98,56,1,87,64,26,1,78.93
6.74,7.02,23,89,77,51,1,30,80,40,16,64.24
6.29,9.45,16,32,96,69,1,82,71,57,6,78.57
5.36,8.37,45,32,59,42,0,22,79,23,19,58.19
5.66,7.85,85,28,57,73,1,68,98,55,18,79.78
7.13,7.24,100,24,68,50,1,41,53,16,2,62.77
6.72,8.69,60,59,55,38,0,23,34,24,5,55.66
7.75,6.93,18,62,95,40,1,10,85,72,1,48.6
5.24,5.74,95,35,93,78,1,66,44,3,3,71.93
6.9,9.49,66,41,57,64,1,92,90,79,5,83.34
6.14,7.3,12,11,82,59,0,68,81,18,11,69.6
6.85,6.05,50,89,81,3,1,85,70,16,18,72.78
8.18,6.61,23,60,60,94,0,6,46,15,2,59.29
5.54,6.83,68,39,69,3,1,66,79,53,1,54.21
8.41,8.18,13,75,62,8,0,86,100,84,6,69.86
7.37,5.7,21,23,65,62,1,100,61,17,18,84.13
7.37,7.85,59,75,94,45,1,10,40,10,9,58.71
5.67,6.73,91,13,85,18,1,64,44,24,17,65.12
5.69,5.66,71,38,73,41,1,93,87,17,3,71.04
5.66,6.08,20,82,61,71,1,88,33,14,5,76.07
5.7,8.76,93,28,56,3,1,71,45,4,14,67.32
6.8,8.95,84,22,89,87,1,85,98,2,5,87.94
5.86,8.9,52,60,86,42,0,10,49,47,9,53.03
5.17,9.62,81,70,98,6,0,43,68,5,1,56.26
8.6,9.09,33,96,94,36,0,55,40,14,5,72.34
5.85,5.23,22,82,71,61,1,25,98,16,19,61.45
8.36,5.75,99,95,93,78,0,90,60,22,18,95.41
7.68,5.53,86,29,97,32,0,65,89,84,20,71.55
5.24,6.58,41,89,55,38,1,59,49,2,2,61.18
5.58,9.43,28,97,96,8,0,83,62,58,10,70.09
8.29,7.13,82,99,86,13,1,10,67,5,2,52.21
5.98,5.92,22,60,95,61,0,69,95,43,4,67.55
9.49,9.12,37,79,99,9,1,32,91,86,19,66.74
7.95,9.13,38,31,97,61,0,69,31,21,15,81.21
6.68,7.0,76,64,87,75,1,87,77,19,20,90.92
6.7,5.46,83,59,82,92,0,46,53,34,12,74.11
5.9,5.47,63,11,94,18,1,76,42,19,5,60.2
5.46,9.73,56,14,84,27,1,42,37,9,4,57.56
6.53,7.81,34,10,75,95,0,65,45,40,14,78.73
6.22,8.52,43,43,85,49,1,76,77,9,14,78.06
6.39,7.53,92,69,85,51,1,33,70,66,12,65.4
9.25,8.19,51,88,98,13,0,81,62,61,3,73.51
5.84,6.67,60,55,73,94,0,20,65,35,14,66.23
7.11,6.97,52,69,57,23,0,80,79,4,5,69.5
6.95,8.1,18,83,74,54,1,14,76,11,4,56.68
7.48,7.75,20,52,63,19,0,26,76,62,1,47.99
7.04,7.87,33,61,85,12,1,7,78,13,6,46.41
8.23,5.29,91,78,52,23,0,20,61,1,19,60.01
5.08,5.03,74,17,93,83,1,73,59,19,9,73.58
5.13,7.96,34,31,61,61,1,48,80,58,15,65.83
8.45,9.57,83,46,53,64,1,72,75,41,5,82.54
6.54,8.77,18,75,61,81,0,53,75,19,7,74.32
9.12,7.24,12,38,100,88,1,98,65,7,10,93.38
5.9,6.78,45,28,68,77,0,63,74,48,13,72.78
7.45,6.35,67,65,92,28,1,9,40,1,16,56.13
6.97,7.98,43,59,85,61,0,60,75,49,12,74.55
6.67,7.93,87,38,50,50,0,15,35,33,0,51.56
6.44,5.14,18,67,63,28,0,38,48,37,18,55.83
6.34,5.38,14,12,100,78,0,76,72,22,18,77.06
8.36,8.06,97,59,68,87,1,63,31,31,12,86.13
7.32,9.63,33,82,76,39,0,48,79,47,12,70.43
6.6,7.97,64,25,85,17,0,61,33,32,1,58.11
5.98,9.39,10,38,51,93,1,93,96,48,9,86.85
7.56,6.34,41,28,61,83,1,32,57,56,16,67.96
8.48,5.98,32,53,78,58,0,93,87,11,12,83.77
8.96,8.56,57,36,53,39,0,3,99,29,18,59.87
7.27,9.58,84,14,90,85,1,33,35,10,18,78.87
5.95,8.16,97,49,61,38,1,8,98,52,14,55.49
5.06,5.04,57,54,88,86,1,51,67,67,8,66.37
8.3,9.51,96,62,90,40,1,14,31,9,14,67.2
5.65,6.23,99,10,90,78,0,66,30,3,1,70.82
7.64,8.44,54,22,58,29,1,89,34,13,10,76.66
8.85,9.03,73,25,71,33,1,72,47,44,12,77.19
8.9,6.49,38,84,64,32,0,50,96,89,15,68.14
8.36,9.2,78,18,73,62,0,14,74,48,17,67.4
7.43,7.23,88,79,64,0,0,20,97,67,11,51.71
8.08,5.78,98,42,87,62,1,49,47,20,19,76.55
6.95,8.14,52,38,56,84,1,87,90,8,6,85.14
8.81,7.83,80,93,64,38,1,46,67,63,2,67.45
7.8,8.25,70,53,72,1,0,95,36,2,2,72.28
5.06,7.84,22,51,55,26,0,2,48,47,12,41.87
8.9,8.58,20,70,98,14,1,82,42,42,7,73.5
9.11,9.52,49,11,89,34,1,55,45,24,16,74.89
7.42,5.3,89,74,53,46,0,69,60,58,17,74.55
5.51,9.19,79,29,78,63,1,62,52,29,12,75.41
8.69,6.31,61,28,87,67,0,30,55,27,5,63.78
5.64,9.35,17,39,88,16,1,50,43,27,16,61.55
8.51,6.34,17,14,84,28,1,93,93,80,14,74.96
5.87,6.31,78,59,60,86,0,61,60,43,19,79.28
6.17,5.74,82,28,92,88,0,7,36,23,13,59.74
6.92,6.67,78,41,78,60,0,23,32,26,2,56.31
6.82,8.27,60,37,67,77,0,38,97,85,5,66.63
9.03,6.52,16,66,72,88,1,2,55,32,19,66.75
7.43,9.42,55,25,79,23,1,88,86,6,5,75.63
7.78,9.61,58,53,64,2,1,68,79,2,12,70.91
7.37,9.27,83,91,87,41,0,95,43,35,13,88.35
5.66,8.06,88,90,84,97,1,90,41,12,9,92.85
5.69,7.07,89,99,58,95,0,54,53,12,5,77.3
9.03,8.94,76,44,84,26,1,39,100,10,14,70.52
7.96,6.67,47,93,84,90,0,42,72,47,18,79.97
6.55,9.38,49,91,50,53,0,77,83,70,20,83.94
5.41,6.42,17,46,95,54,1,25,53,4,7,54.05
5.73,5.78,94,89,65,93,0,5,33,10,18,65.78
6.21,9.63,38,67,89,38,1,1,41,8,10,53.91
5.96,5.9,23,77,87,55,0,37,91,73,12,60.2
8.7,9.37,23,47,99,25,0,14,52,20,8,56.37
8.42,9.47,72,54,71,18,0,18,33,28,10,57.82
8.32,8.07,35,60,65,83,0,53,53,7,13,80.66
6.82,7.39,57,69,57,5,1,70,67,38,18,68.52
8.28,7.09,27,72,86,56,1,96,51,32,19,89.43
8.64,8.15,33,58,72,92,0,54,95,13,10,82.22
8.62,8.52,77,49,91,95,1,63,92,40,9,88.11
6.76,8.36,93,33,55,25,0,53,81,51,6,62.66
5.56,5.67,77,12,91,95,1,98,75,50,11,85.77
7.01,5.55,30,97,84,68,1,71,82,37,0,71.93
6.44,6.83,60,92,71,70,1,20,57,18,12,64.84
6.09,8.69,13,48,83,66,0,18,49,28,12,59.96
5.77,6.61,63,10,87,87,0,86,97,51,2,77.01
9.01,5.67,40,83,93,48,1,26,68,10,6,62.07
8.06,9.63,86,85,81,50,1,34,36,6,2,70.12
6.52,8.36,64,56,55,65,1,12,99,19,11,61.6
5.43,9.21,63,71,93,44,0,95,69,67,12,81.88
7.96,6.7,33,88,50,55,1,35,56,34,11,65.58
6.12,9.56,37,60,98,93,1,15,51,32,5,65.82
9.49,9.57,82,34,95,19,1,43,80,43,1,65.22
6.5,8.72,14,63,76,14,0,42,86,14,20,62.75
6.78,5.23,83,98,50,49,0,56,96,52,6,66.46
8.45,6.14,29,52,95,5,0,34,44,7,19,58.49
7.99,6.09,48,41,52,59,1,27,59,47,7,58.88
8.42,6.12,53,22,62,60,1,66,42,26,2,69.51
6.83,6.95,97,40,92,58,1,44,93,47,4,66.24
8.77,9.55,14,99,89,90,0,24,79,25,19,81.02
7.17,7.76,76,24,55,27,1,21,39,15,11,55.11
8.2,8.27,86,39,100,33,0,64,65,5,18,79.02
9.3,7.56,24,60,93,36,1,15,98,78,4,55.33
6.28,8.37,14,19,70,77,1,39,66,29,14,68.22
6.77,6.2,68,33,53,71,0,1,87,15,19,58.55
9.41,5.86,52,85,89,67,1,79,53,1,8,85.29
6.73,8.89,90,84,60,54,0,33,41,17,13,70.24
6.77,9.02,25,66,93,64,1,83,80,72,1,77.84
6.48,9.3,10,40,83,44,0,69,99,35,15,74.07
6.39,8.65,42,22,80,61,0,28,79,26,17,65.55
5.15,5.77,23,62,88,30,1,79,30,2,3,62.96
9.01,8.05,28,59,92,70,0,24,47,43,5,65.28
6.08,8.22,79,75,66,12,1,80,90,15,7,70.52
6.39,7.02,70,18,90,69,0,6,84,24,17,59.53
6.26,5.76,19,71,94,75,1,99,68,67,4,79.57
8.53,7.12,34,93,59,62,1,2,55,14,0,55.15
7.4,8.02,29,41,90,57,0,63,58,2,10,74.46
8.02,9.45,36,79,87,93,0,19,53,17,8,73.18
5.84,5.73,95,80,72,27,0,67,43,5,15,69.78
7.83,5.99,87,49,87,54,0,97,63,43,0,78.98
8.2,9.27,86,95,72,43,1,71,34,23,19,86.76
8.07,6.64,91,32,68,22,1,96,100,5,0,74.19
6.06,5.4,64,94,79,83,1,50,50,5,20,78.39
5.15,5.21,81,36,86,68,1,79,56,9,14,76.74
5.98,5.54,64,77,82,24,1,39,96,42,4,53.45
6.75,7.47,84,40,77,69,0,80,42,2,18,86.28
6.04,9.12,52,16,60,47,0,74,42,28,0,67.37
5.67,7.33,67,79,85,94,1,44,60,35,7,73.53
6.11,5.96,66,81,98,38,0,50,88,25,5,61.97
5.38,7.19,55,12,51,41,0,3,92,64,18,47.93
5.21,5.96,33,71,79,98,0,87,91,21,3,80.02
7.37,9.27,84,54,79,83,1,6,36,36,13,67.74
8.64,7.64,35,46,92,85,1,27,54,5,10,72.33
5.41,6.1,87,82,79,48,0,82,54,14,1,71.37
7.47,6.81,47,71,59,34,0,29,89,44,2,54.15
6.43,6.39,35,65,84,26,0,1,93,72,4,41.14
9.3,6.01,77,74,80,96,1,50,42,37,5,79.58
5.99,6.85,19,46,87,100,1,8,60,51,14,61.8
6.6,6.66,41,82,72,35,1,68,70,65,20,72.9
7.68,5.05,87,93,58,33,0,76,96,71,13,73.85
5.93,7.0,13,44,59,12,0,90,59,58,8,63.44
6.47,9.15,21,39,92,17,0,74,64,62,12,67.64
8.65,7.82,52,79,55,99,1,90,58,7,2,92.54
8.74,6.51,77,87,71,55,0,92,61,51,14,87.83
5.14,7.35,14,23,86,80,0,84,66,47,16,79.02
7.63,7.97,48,54,95,9,0,63,44,44,5,62.11
8.17,7.38,38,16,76,52,0,84,47,42,1,72.61
5.57,8.42,19,24,57,65,1,65,64,11,3,67.77
7.2,5.32,69,93,100,42,0,51,43,36,1,62.0
9.05,5.5,14,47,93,73,0,22,90,45,13,64.36
5.13,9.54,87,89,95,33,0,23,95,38,15,62.82
6.53,5.81,73,97,87,59,1,17,84,75,13,60.72
6.8,6.69,95,53,81,51,0,91,56,39,2,76.97
6.65,9.17,46,47,63,63,0,76,80,6,2,76.58
5.16,7.63,34,43,64,72,1,3,63,32,4,49.98
6.52,6.69,70,55,77,18,1,55,48,1,15,65.32
7.12,6.92,71,82,100,8,0,46,95,87,20,64.28
8.91,7.58,32,22,74,67,0,80,47,14,6,80.16
6.4,7.39,40,60,50,68,1,28,76,64,19,66.14
